"","Name","Age","Nationality","Club","Overall","Potential","Values","Preferred.Foot","Height","Weight","Country"
"1229","B. Zungu",25,"South Africa","Amiens SC",75,78,7e+06,"Right",183,76,"France"
"1230","P. Gouano",24,"France","Amiens SC",75,81,8e+06,"Right",185,78,"France"
"1231","J. van der Heijden",30,"Netherlands","Feyenoord",75,75,4900000,"Left",185,76,"Netherlands"
"1232","A. Diaby",27,"Mali","Sporting CP",75,75,7e+06,"Left",173,71,"Portugal"
"1233","L. Cigarini",32,"Italy","Cagliari",75,75,5e+06,"Right",175,72,"Italy"
"1234","R. Thomas",23,"New Zealand","PSV",75,80,9e+06,"Right",175,64,"Netherlands"
"1235","M. Jensen",22,"Denmark","RC Celta",75,81,9e+06,"Right",173,68,"Spain"
"1236","A. Meret",21,"Italy","Napoli",75,89,1.2e+07,"Left",190,83,"Italy"
"1237","M. Gonalons",29,"France","Sevilla FC",75,75,5e+06,"Right",188,76,"Spain"
"1238","Marafona",31,"Portugal","SC Braga",75,75,4e+06,"Right",190,86,"Portugal"
"1239","R. Karsdorp",23,"Netherlands","Roma",75,80,7500000,"Right",183,80,"Italy"
"1240","K. Laimer",21,"Austria","RB Leipzig",75,82,8e+06,"Right",180,72,"Germany"
"1241","A. Westwood",28,"England","Burnley",75,75,6500000,"Right",175,73,"UK"
"1242","C. Ciano",28,"Italy","Frosinone",75,75,6500000,"Left",175,73,"Italy"
"1243","A. Conti",24,"Italy","Milan",75,79,8500000,"Right",183,76,"Italy"
"1244","W. Hennessey",31,"Wales","Crystal Palace",75,75,4e+06,"Right",198,90,"UK"
"1245","E. Thommy",23,"Germany","VfB Stuttgart",75,79,8500000,"Right",175,70,"Germany"
"1246","Bernardo",23,"Brazil","Brighton & Hove Albion",75,80,7500000,"Left",185,76,"UK"
"1247","P. Cissé",33,"Senegal","Alanyaspor",75,75,4200000,"Right",183,73,"Turkey"
"1248","Oier",28,"Spain","Levante UD",75,75,4700000,"Left",190,91,"Spain"
"1249","Joelinton",21,"Brazil","TSG 1899 Hoffenheim",75,80,9e+06,"Right",185,86,"Germany"
"1250","R. Steffen",26,"Switzerland","VfL Wolfsburg",75,75,7e+06,"Left",170,65,"Germany"
"1251","S. Ilsanker",29,"Austria","RB Leipzig",75,75,5e+06,"Right",188,86,"Germany"
"1252","R. Sessegnon",18,"England","Fulham",75,88,1.2e+07,"Left",178,70,"UK"
"1253","M. Coco",22,"France","En Avant de Guingamp",75,81,9e+06,"Right",183,78,"France"
"1254","K. Babacar",25,"Senegal","Sassuolo",75,77,8500000,"Right",190,85,"Italy"
"1255","Postigo",29,"Spain","Levante UD",75,75,5e+06,"Right",185,78,"Spain"
"1256","G. Konan",22,"Ivory Coast","Stade de Reims",75,81,7500000,"Left",175,71,"France"
"1257","S. Mounié",23,"Benin","Huddersfield Town",75,82,9500000,"Right",190,80,"UK"
"1258","P. Capelle",31,"France","Angers SCO",75,75,4400000,"Left",180,73,"France"
"1259","T. Davies",20,"England","Everton",75,84,1e+07,"Right",185,70,"UK"
"1260","J. Toornstra",29,"Netherlands","Feyenoord",75,75,6500000,"Right",178,74,"Netherlands"
"1261","Paulinho",23,"Brazil","Portimonense SC",75,82,9500000,"Left",165,58,"Portugal"
"1262","S. Larsson",25,"Sweden","Feyenoord",75,77,8e+06,"Right",178,70,"Netherlands"
"1263","J. Kluivert",19,"Netherlands","Roma",75,86,1.1e+07,"Right",170,66,"Italy"
"1264","L. Klostermann",22,"Germany","RB Leipzig",75,82,8e+06,"Right",188,83,"Germany"
"1265","M. Locatelli",20,"Italy","Sassuolo",75,83,8500000,"Right",185,75,"Italy"
"1266","F. Caputo",30,"Italy","Empoli",75,75,6500000,"Right",180,74,"Italy"
"1267","Keko",26,"Spain","Real Valladolid CF",75,76,8e+06,"Right",173,68,"Spain"
"1268","A. El Khayati",29,"Netherlands","ADO Den Haag",75,75,6500000,"Right",185,69,"Netherlands"
"1269","F. Schär",26,"Switzerland","Newcastle United",75,80,7500000,"Right",188,84,"UK"
"1270","Chema Rodríguez",26,"Spain","Levante UD",75,78,7e+06,"Left",188,80,"Spain"
"1271","M. Ostrzolek",28,"Germany","Hannover 96",75,75,5500000,"Left",178,72,"Germany"
"1272","Sandro",22,"Spain","Real Sociedad",75,81,9500000,"Right",175,71,"Spain"
"1273","L. Deaux",29,"France","En Avant de Guingamp",75,75,5e+06,"Right",188,82,"France"
"1274","Gonçalo Paciência",23,"Portugal","Eintracht Frankfurt",75,82,9500000,"Right",183,83,"Germany"
"1275","Córdoba",21,"Spain","Athletic Club de Bilbao",75,83,1e+07,"Left",180,73,"Spain"
"1276","P. Pekarík",31,"Slovakia","Hertha BSC",75,75,4400000,"Right",175,70,"Germany"
"1277","S. Bamba",33,"Ivory Coast","Cardiff City",75,75,2700000,"Right",190,86,"UK"
"1278","Fábio Martins",24,"Portugal","SC Braga",75,78,8500000,"Right",178,70,"Portugal"
"1279","S. Mitrović",28,"Serbia","RC Strasbourg Alsace",75,76,6e+06,"Right",188,84,"France"
"1280","D. Aogo",31,"Germany","VfB Stuttgart",75,75,4500000,"Left",185,83,"Germany"
"1281","B. Engels",23,"Belgium","Stade de Reims",75,82,8e+06,"Right",193,85,"France"
"1282","F. Tait",25,"France","Angers SCO",75,78,8500000,"Right",175,70,"France"
"1283","D. Zagadou",19,"France","Borussia Dortmund",75,85,9e+06,"Left",196,90,"Germany"
"1284","M. Diamé",31,"Senegal","Newcastle United",75,75,5500000,"Right",183,86,"UK"
"1285","A. Younes",24,"Germany","Napoli",75,76,8e+06,"Right",168,71,"Italy"
"1286","K. Akpoguma",23,"Germany","TSG 1899 Hoffenheim",75,81,8e+06,"Right",193,85,"Germany"
"1287","B. Santamaria",23,"France","Angers SCO",75,80,7500000,"Right",183,73,"France"
"1288","E. Moretti",37,"Italy","Torino",75,75,9e+05,"Left",183,77,"Italy"
"1289","M. Maignan",22,"France","LOSC Lille",75,83,7500000,"Right",190,89,"France"
"1290","Y. Karamoh",19,"France","FC Girondins de Bordeaux",75,85,10500000,"Right",185,77,"France"
"1291","A. Thomasson",24,"France","RC Strasbourg Alsace",75,77,8e+06,"Right",178,72,"France"
"1292","D. Amartey",23,"Ghana","Leicester City",75,79,7e+06,"Right",185,79,"UK"
"1293","R. Özcan",34,"Austria","Bayer 04 Leverkusen",75,75,2700000,"Left",183,78,"Germany"
"1294","H. Arter",28,"Republic of Ireland","Cardiff City",75,75,6500000,"Left",175,70,"UK"
"1295","A. Mawson",24,"England","Fulham",75,84,9e+06,"Right",188,87,"UK"
"1296","F. Guilbert",23,"France","Stade Malherbe Caen",75,84,9e+06,"Right",178,70,"France"
"1297","M. Lemos",22,"Uruguay","Sassuolo",75,80,7500000,"Right",188,85,"Italy"
"1298","S. Sturaro",25,"Italy","Sporting CP",75,78,8e+06,"Right",180,80,"Portugal"
"1299","A. Duncan",25,"Ghana","Sassuolo",75,80,8500000,"Left",178,78,"Italy"
"1300","Marlon",22,"Brazil","Sassuolo",75,82,8e+06,"Right",183,80,"Italy"
"1301","Thiago Maia",21,"Brazil","LOSC Lille",75,82,8e+06,"Left",178,79,"France"
"1302","Y. Aït Bennasser",21,"Morocco","AS Monaco",75,83,1e+07,"Right",183,75,"France"
"1303","Yuri Ribeiro",21,"Portugal","SL Benfica",75,81,7500000,"Left",178,74,"Portugal"
"1304","N. Tomović",30,"Serbia","Chievo Verona",75,75,4900000,"Right",183,79,"Italy"
"1305","F. Roncaglia",31,"Argentina","RC Celta",75,75,4500000,"Right",178,76,"Spain"
"1306","R. Mandragora",21,"Italy","Udinese",75,85,10500000,"Left",183,76,"Italy"
"1307","M. Yoshida",29,"Japan","Southampton",75,75,5e+06,"Right",188,78,"UK"
"1308","N. Viergever",28,"Netherlands","PSV",75,75,5500000,"Left",183,77,"Netherlands"
"1309","R. Amalfitano",28,"France","Dijon FCO",75,75,6500000,"Right",175,71,"France"
"1310","D. Cataldi",23,"Italy","Lazio",75,79,8500000,"Right",180,70,"Italy"
"1311","M. Gaćinović",23,"Serbia","Eintracht Frankfurt",75,81,9e+06,"Right",175,69,"Germany"
"1312","L. Rigoni",33,"Italy","Parma",75,75,3900000,"Right",185,76,"Italy"
"1313","C. Daniels",31,"England","Bournemouth",75,75,4400000,"Left",178,75,"UK"
"1314","K. Stafylidis",24,"Greece","FC Augsburg",75,79,7e+06,"Left",178,77,"Germany"
"1315","Brais Méndez",21,"Spain","RC Celta",75,84,10500000,"Left",188,78,"Spain"
"1316","Merino",22,"Spain","Real Sociedad",75,84,1e+07,"Left",185,83,"Spain"
"1317","S. Missiroli",32,"Italy","SPAL",75,75,5e+06,"Right",190,77,"Italy"
"1318","Carlos Mané",24,"Portugal","Sporting CP",75,81,9e+06,"Right",173,67,"Portugal"
"1319","M. Bizot",27,"Netherlands","AZ Alkmaar",75,78,5500000,"Right",193,85,"Netherlands"
"1320","Ricardo Ferreira",25,"Portugal","SC Braga",75,79,7e+06,"Right",190,76,"Portugal"
"1321","N. Roux",30,"France","En Avant de Guingamp",75,75,6500000,"Right",183,81,"France"
"1322","Hernâni",26,"Portugal","FC Porto",75,75,7e+06,"Left",178,69,"Portugal"
"1323","W. Morgan",34,"Jamaica","Leicester City",75,75,2e+06,"Right",185,101,"UK"
"1324","J. Alonso",25,"Paraguay","RC Celta",75,80,7500000,"Left",183,82,"Spain"
"1325","Y. Mvogo",24,"Switzerland","RB Leipzig",75,80,6500000,"Right",190,90,"Germany"
"1326","P. Hurtado",27,"Peru","Atiker Konyaspor",75,75,7e+06,"Right",175,72,"Turkey"
"1327","Melero",24,"Spain","SD Huesca",75,81,8e+06,"Right",183,77,"Spain"
"1328","O. Onazi",25,"Nigeria","Trabzonspor",75,78,7e+06,"Right",173,73,"Turkey"
"1329","C. Günter",25,"Germany","SC Freiburg",75,76,6500000,"Left",183,83,"Germany"
"1330","I. Amadou",25,"France","Sevilla FC",75,80,7500000,"Right",183,81,"Spain"
"1331","Unai López",22,"Spain","Athletic Club de Bilbao",75,82,9e+06,"Right",170,70,"Spain"
"1332","K. Iheanacho",21,"Nigeria","Leicester City",75,83,1e+07,"Left",183,80,"UK"
"1333","C. Söyüncü",22,"Turkey","Leicester City",75,83,8500000,"Right",185,82,"UK"
"1334","F. Niederlechner",27,"Germany","SC Freiburg",75,75,7e+06,"Right",188,86,"Germany"
"1335","H. Hateboer",24,"Netherlands","Atalanta",75,80,9e+06,"Right",188,74,"Italy"
"1336","L. Blas",20,"France","En Avant de Guingamp",75,84,10500000,"Left",180,73,"France"
"1337","M. Sarr",19,"France","OGC Nice",75,84,8500000,"Left",183,73,"France"
"1338","Mikel Rico",33,"Spain","Athletic Club de Bilbao",75,75,3900000,"Right",178,75,"Spain"
"1339","S. İnan",33,"Turkey","Galatasaray SK",75,75,3900000,"Right",183,74,"Turkey"
"1340","Mexer",29,"Mozambique","Stade Rennais FC",75,75,5e+06,"Right",188,79,"France"
"1341","F. Magnanelli",33,"Italy","Sassuolo",75,75,2700000,"Right",180,79,"Italy"
"1342","F. Helander",25,"Sweden","Bologna",75,77,7e+06,"Left",193,84,"Italy"
"1343","J. Gondorf",30,"Germany","SC Freiburg",75,75,6e+06,"Right",175,78,"Germany"
"1344","R. Ghezzal",26,"Algeria","Leicester City",75,76,8e+06,"Left",183,70,"UK"
"1345","Adama",22,"Spain","Wolverhampton Wanderers",75,85,10500000,"Right",178,76,"UK"
"1346","O. Duda",23,"Slovakia","Hertha BSC",75,82,9500000,"Right",180,74,"Germany"
"1347","R. Bensebaini",23,"Algeria","Stade Rennais FC",75,79,7e+06,"Left",185,75,"France"
"1348","L. Depoitre",29,"Belgium","Huddersfield Town",75,75,6500000,"Right",190,91,"UK"
"1349","Rochina",27,"Spain","Levante UD",75,75,7e+06,"Left",183,76,"Spain"
"1350","M. Doherty",26,"Republic of Ireland","Wolverhampton Wanderers",75,78,7e+06,"Right",183,89,"UK"
"1351","C. Musonda",21,"Belgium","Vitesse",75,85,1.1e+07,"Right",173,66,"Netherlands"
"1352","S. Ward",32,"Republic of Ireland","Burnley",75,75,3700000,"Left",185,80,"UK"
"1353","Y. Cardinale",24,"France","OGC Nice",75,78,6e+06,"Right",180,84,"France"
"1354","S. Francis",33,"England","Bournemouth",75,75,2700000,"Right",188,90,"UK"
"1355","M. Valdifiori",32,"Italy","SPAL",75,75,3800000,"Right",185,71,"Italy"
"1356","N. Mendy",26,"France","Leicester City",75,77,6500000,"Right",168,73,"UK"
"1357","Pedraza",22,"Spain","Villarreal CF",75,80,9e+06,"Left",183,73,"Spain"
"1358","Ricardo",35,"Portugal","GD Chaves",75,75,1600000,"Right",188,84,"Portugal"
"1359","Tarantini",34,"Portugal","Rio Ave FC",75,75,3200000,"Right",188,78,"Portugal"
"1360","C. Mbemba",23,"DR Congo","FC Porto",75,80,7500000,"Right",183,82,"Portugal"
"1361","A. Limbombe",23,"Belgium","FC Nantes",75,79,8500000,"Right",175,77,"France"
"1362","K. McDonald",29,"Scotland","Fulham",75,75,5e+06,"Right",193,96,"UK"
"1363","O. Niasse",28,"Senegal","Everton",75,75,7e+06,"Right",183,82,"UK"
"1364","E. Zukanović",31,"Bosnia Herzegovina","Genoa",75,75,4500000,"Left",190,85,"Italy"
"1365","A. Cornelius",25,"Denmark","FC Girondins de Bordeaux",75,79,8500000,"Left",193,91,"France"
"1366","Kwon Chang Hoon",24,"Korea Republic","Dijon FCO",75,79,8500000,"Left",175,70,"France"
"1367","M. Leckie",27,"Australia","Hertha BSC",75,75,7e+06,"Right",180,82,"Germany"
"1368","K. Vermeer",32,"Netherlands","Feyenoord",75,75,3800000,"Right",183,80,"Netherlands"
"1369","A. Surman",31,"England","Bournemouth",75,75,5500000,"Left",178,73,"UK"
"1370","S. Dann",31,"England","Crystal Palace",75,75,4500000,"Right",188,78,"UK"
"1371","Jovane Cabral",20,"Cape Verde","Sporting CP",75,87,1.2e+07,"Right",175,68,"Portugal"
"1372","C. Cathcart",29,"Northern Ireland","Watford",75,75,5e+06,"Right",190,83,"UK"
"1373","Zaldúa",26,"Spain","Real Sociedad",75,78,7e+06,"Right",175,70,"Spain"
"1374","Pelé",26,"Guinea Bissau","AS Monaco",75,77,6500000,"Right",183,77,"France"
"1375","M. Kelly",28,"England","Crystal Palace",75,76,6e+06,"Right",190,77,"UK"
"1376","Gelson Fernandes",31,"Switzerland","Eintracht Frankfurt",75,75,4500000,"Right",178,70,"Germany"
"1377","Baiano",31,"Brazil","Alanyaspor",75,75,4400000,"Right",178,69,"Turkey"
"1378","V. Janssen",24,"Netherlands","Tottenham Hotspur",75,78,8500000,"Left",183,88,"UK"
"1379","P. Retsos",19,"Greece","Bayer 04 Leverkusen",75,85,9e+06,"Right",185,81,"Germany"
"1380","J. Hernández",19,"Colombia","SD Huesca",75,82,9e+06,"Right",175,73,"Spain"
"1381","S. Corchia",27,"France","SL Benfica",75,75,5500000,"Right",175,67,"Portugal"
"1382","Rubén Pardo",25,"Spain","Real Sociedad",75,78,8e+06,"Right",180,69,"Spain"
"1383","D. Türüç",25,"Turkey","Kayserispor",75,79,8500000,"Left",178,72,"Turkey"
"1384","R. Rodelin",28,"France","En Avant de Guingamp",75,75,7e+06,"Right",193,82,"France"
"1385","Bobô",33,"Brazil","Alanyaspor",75,75,4200000,"Right",185,85,"Turkey"
"1386","L. Ciman",32,"Belgium","Dijon FCO",75,75,3800000,"Right",183,70,"France"
"1387","P. Lasne",29,"France","Montpellier HSC",75,75,6500000,"Left",185,77,"France"
"1388","Lekue",25,"Spain","Athletic Club de Bilbao",75,78,7e+06,"Right",180,72,"Spain"
"1389","Sergio Álvarez",26,"Spain","SD Eibar",75,78,7e+06,"Right",183,74,"Spain"
"1390","M. Cornet",21,"Ivory Coast","Olympique Lyonnais",75,80,9e+06,"Left",178,69,"France"
"1391","Sergi Guardiola",27,"Spain","Getafe CF",75,76,8e+06,"Left",188,77,"Spain"
"1392","Y. Ravet",28,"France","SC Freiburg",75,75,6500000,"Right",178,78,"Germany"
"1393","T. Serero",28,"South Africa","Vitesse",75,75,6500000,"Right",173,58,"Netherlands"
"1394","Medrán",24,"Spain","Rayo Vallecano",75,81,9e+06,"Right",175,71,"Spain"
"1395","L. Krejčí",25,"Czech Republic","Bologna",75,75,7e+06,"Left",180,68,"Italy"
"1396","R. Tapia",22,"Peru","Feyenoord",74,79,6500000,"Right",183,78,"Netherlands"
"1397","B. Dabo",26,"Burkina Faso","Fiorentina",74,77,7e+06,"Right",185,81,"Italy"
"1398","K. Boutaïb",31,"Morocco","Yeni Malatyaspor",74,74,5e+06,"Right",188,82,"Turkey"
"1399","Lucas Torró",23,"Spain","Eintracht Frankfurt",74,81,7e+06,"Right",190,83,"Germany"
"1400","M. Pasqual",36,"Italy","Empoli",74,74,650000,"Left",178,71,"Italy"
"1401","Zubeldia",21,"Spain","Real Sociedad",74,81,8e+06,"Right",180,79,"Spain"
"1402","Da Costa",34,"Brazil","Bologna",74,74,2300000,"Right",185,81,"Italy"
"1403","S. Ghoddos",24,"Iran","Amiens SC",74,79,7500000,"Right",178,79,"France"
"1404","A. Di Gaudio",28,"Italy","Parma",74,74,5500000,"Right",170,63,"Italy"
"1405","N. Milenković",20,"Serbia","Fiorentina",74,83,7500000,"Right",196,90,"Italy"
"1406","D. Sakho",28,"Senegal","Bursaspor",74,74,6e+06,"Right",183,79,"Turkey"
"1407","E. Velázquez",24,"Uruguay","Rayo Vallecano",74,80,6500000,"Right",185,79,"Spain"
"1408","M. Waris",26,"Ghana","FC Nantes",74,74,6e+06,"Right",173,71,"France"
"1409","T. Matavž",29,"Slovenia","Vitesse",74,74,5500000,"Right",188,81,"Netherlands"
"1410","Y. Gerhardt",24,"Germany","VfL Wolfsburg",74,80,6500000,"Left",183,81,"Germany"
"1411","J. Hoilett",28,"Canada","Cardiff City",74,74,5500000,"Right",173,70,"UK"
"1412","Fransérgio",27,"Brazil","SC Braga",74,74,6e+06,"Right",188,82,"Portugal"
"1413","S. Gümüş",24,"Germany","Galatasaray SK",74,78,7500000,"Left",178,71,"Turkey"
"1414","Manquillo",24,"Spain","Newcastle United",74,78,6e+06,"Right",178,76,"UK"
"1415","U. Račić",20,"Serbia","Valencia CF",74,83,7500000,"Right",193,81,"Spain"
"1416","P. Roberts",21,"England","Girona FC",74,82,8500000,"Left",170,66,"Spain"
"1417","M. Kempf",23,"Germany","VfB Stuttgart",74,80,6500000,"Left",185,87,"Germany"
"1418","R. Khedira",24,"Germany","FC Augsburg",74,77,6e+06,"Right",188,84,"Germany"
"1419","C. Atsu",26,"Ghana","Newcastle United",74,75,6500000,"Left",165,65,"UK"
"1420","A. Touré",22,"Mali","AS Monaco",74,79,6500000,"Right",183,72,"France"
"1421","Eduardo",35,"Portugal","Vitesse",74,74,1300000,"Right",188,88,"Netherlands"
"1422","E. Krafth",23,"Sweden","Amiens SC",74,78,6e+06,"Right",180,72,"France"
"1423","M. Andreolli",32,"Italy","Cagliari",74,74,3200000,"Right",188,80,"Italy"
"1424","E. Goldaniga",24,"Italy","Frosinone",74,76,6e+06,"Right",188,82,"Italy"
"1425","L. Crisetig",25,"Italy","Frosinone",74,77,7e+06,"Left",183,80,"Italy"
"1426","A. Pritchard",25,"England","Huddersfield Town",74,78,7500000,"Right",170,62,"UK"
"1427","D. Calvert-Lewin",21,"England","Everton",74,83,9e+06,"Right",188,71,"UK"
"1428","T. Koopmeiners",20,"Netherlands","AZ Alkmaar",74,83,8500000,"Left",183,77,"Netherlands"
"1429","Joselu",28,"Spain","Newcastle United",74,74,6e+06,"Right",193,80,"UK"
"1430","S. Kırıntılı",33,"Turkey","Atiker Konyaspor",74,74,2800000,"Right",185,78,"Turkey"
"1431","E. Crivelli",23,"France","Stade Malherbe Caen",74,80,8e+06,"Right",183,79,"France"
"1432","R. Bazoer",21,"Netherlands","FC Porto",74,82,8e+06,"Right",183,74,"Portugal"
"1433","G. Cunningham",27,"Republic of Ireland","Cardiff City",74,75,5e+06,"Left",183,70,"UK"
"1434","A. Beck",31,"Germany","VfB Stuttgart",74,74,3700000,"Right",180,79,"Germany"
"1435","G. Imbula",25,"France","Rayo Vallecano",74,77,7e+06,"Left",185,77,"Spain"
"1436","C. Njie",24,"Cameroon","Olympique de Marseille",74,77,7500000,"Right",175,68,"France"
"1437","N. Benezet",27,"France","En Avant de Guingamp",74,74,6e+06,"Right",170,65,"France"
"1438","O. Şahan",31,"Turkey","Trabzonspor",74,74,4900000,"Right",178,71,"Turkey"
"1439","D. Falcinelli",27,"Italy","Bologna",74,75,6500000,"Left",185,75,"Italy"
"1440","Dani Raba",22,"Spain","Villarreal CF",74,81,8e+06,"Left",183,76,"Spain"
"1441","Y. Nagatomo",31,"Japan","Galatasaray SK",74,74,3700000,"Right",170,68,"Turkey"
"1442","Alberto",33,"Spain","Rayo Vallecano",74,74,2800000,"Right",183,77,"Spain"
"1443","J. Obi",27,"Nigeria","Chievo Verona",74,75,6500000,"Left",175,71,"Italy"
"1444","B. Kuwas",25,"Curacao","Heracles Almelo",74,75,6500000,"Left",180,77,"Netherlands"
"1445","C. Coady",25,"England","Wolverhampton Wanderers",74,77,6e+06,"Right",185,80,"UK"
"1446","R. Quaison",24,"Sweden","1. FSV Mainz 05",74,78,7500000,"Right",183,77,"Germany"
"1447","Luiz Felipe",21,"Brazil","Lazio",74,83,7500000,"Right",188,80,"Italy"
"1448","B. Nuytinck",28,"Netherlands","Udinese",74,76,5500000,"Left",190,82,"Italy"
"1449","João Pereira",34,"Portugal","Trabzonspor",74,74,1600000,"Right",173,66,"Turkey"
"1450","Insua",24,"Spain","SD Huesca",74,78,6e+06,"Right",188,80,"Spain"
"1451","Róber",23,"Spain","Levante UD",74,82,7e+06,"Right",183,74,"Spain"
"1452","Míchel",29,"Spain","Real Valladolid CF",74,74,5500000,"Right",183,71,"Spain"
"1453","E. Mor",20,"Turkey","RC Celta",74,83,8500000,"Left",170,64,"Spain"
"1454","Lato",20,"Spain","Valencia CF",74,83,7500000,"Left",170,64,"Spain"
"1455","Suk Hyun Jun",27,"Korea Republic","Stade de Reims",74,75,6500000,"Right",190,84,"France"
"1456","N. Maksimović",23,"Serbia","Getafe CF",74,81,8e+06,"Right",183,75,"Spain"
"1457","J. Kembo-Ekoko",30,"DR Congo","Bursaspor",74,74,5500000,"Right",178,78,"Turkey"
"1458","A. Ioniţă",27,"Moldova","Cagliari",74,74,6e+06,"Right",183,73,"Italy"
"1459","C. Pizarro",39,"Peru","SV Werder Bremen",74,74,1600000,"Right",183,84,"Germany"
"1460","T. Fosu-Mensah",20,"Netherlands","Fulham",74,84,8e+06,"Right",185,78,"UK"
"1461","S. Grandsir",21,"France","AS Monaco",74,85,9500000,"Right",168,64,"France"
"1462","B. van Leer",26,"Netherlands","NAC Breda",74,76,4700000,"Right",188,80,"Netherlands"
"1463","Diogo Leite",19,"Portugal","FC Porto",74,87,9500000,"Left",188,73,"Portugal"
"1464","Dídac Vilà",29,"Spain","RCD Espanyol",74,74,4300000,"Left",185,74,"Spain"
"1465","A. Ciciretti",24,"Italy","Parma",74,78,7500000,"Left",170,62,"Italy"
"1466","Jorge",22,"Brazil","FC Porto",74,80,6500000,"Left",183,60,"Portugal"
"1467","E. Didot",34,"France","En Avant de Guingamp",74,74,1700000,"Right",175,70,"France"
"1468","B. Bereszyński",25,"Poland","Sampdoria",74,77,6e+06,"Right",183,77,"Italy"
"1469","S. Prcić",24,"Bosnia Herzegovina","Levante UD",74,78,6e+06,"Right",180,73,"Spain"
"1470","T. Sainsbury",26,"Australia","PSV",74,77,6e+06,"Right",183,78,"Netherlands"
"1471","Edgar Ié",24,"Portugal","LOSC Lille",74,81,7e+06,"Right",178,68,"France"
"1472","F. Đuričić",26,"Serbia","Sassuolo",74,76,7e+06,"Right",180,75,"Italy"
